rank_priority_only,issue_key,project,created_ts,updated_ts,issue_type,status,priority,priority_ordinal,text_len,text
29,AIRFLOW-1011,AIRFLOW,1489933675000,1558131584000,Bug,Resolved,Blocker,1,426,"Fix bug in BackfillJob._execute() for SubDAGs The attached test SubDAG is not executed when the parent DAG is triggered manually. Attached is a simple test DAG that exhibits the issue along with screenshots showing the UI differences between v1.8 and v1.7.1.3. Note that if the DAG is run via backfill from command line (e.g. ""airflow backfill Test_SubDAG -s 2017-03-18 -e 2017-03-18"") the task instances show up successfully."
30,AIRFLOW-1018,AIRFLOW,1490049741000,1580461132000,Bug,Resolved,Blocker,1,409,"Scheduler DAG processes can not log to stdout Each DAG has its own log file for the scheduler and we can specify the directory with child_process_log_directory param. Unfortunately we can not change device / by specifying /dev/stdout for example. That is very useful when we execute Airflow in a container. When we specify /dev/stdout it raises: ""OSError: [Errno 20] Not a directory: '/dev/stdout/2017-03-19'"""
31,AIRFLOW-1033,AIRFLOW,1490286084000,1491480235000,Bug,Resolved,Blocker,1,2377,"TypeError: can't compare datetime.datetime to NoneType in prev_dagrun_dep.py Dear, When starting a specific new dag we get the following error: [2017-03-23 16:51:16,354] {jobs.py:354} DagFileProcessor908 ERROR - Got an exception! Propagating... Traceback (most recent call last): File ""/usr/lib/python2.7/site-packages/airflow/jobs.py"", line 346, in helper pickle_dags) File ""/usr/lib/python2.7/site-packages/airflow/utils/db.py"", line 53, in wrapper result = func(*args, **kwargs) File ""/usr/lib/python2.7/site-packages/airflow/jobs.py"", line 1581, in process_file self._process_dags(dagbag, dags, ti_keys_to_schedule) File ""/usr/lib/python2.7/site-packages/airflow/jobs.py"", line 1174, in _process_dags self._process_task_instances(dag, tis_out) File ""/usr/lib/python2.7/site-packages/airflow/jobs.py"", line 905, in _process_task_instances session=session): File ""/usr/lib/python2.7/site-packages/airflow/utils/db.py"", line 53, in wrapper result = func(*args, **kwargs) File ""/usr/lib/python2.7/site-packages/airflow/models.py"", line 1116, in are_dependencies_met session=session): File ""/usr/lib/python2.7/site-packages/airflow/models.py"", line 1140, in get_failed_dep_statuses dep_context): File ""/usr/lib/python2.7/site-packages/airflow/ti_deps/deps/base_ti_dep.py"", line 94, in get_dep_statuses for dep_status in self._get_dep_statuses(ti, session, dep_context): File ""/usr/lib/python2.7/site-packages/airflow/ti_deps/deps/prev_dagrun_dep.py"", line 47, in _get_dep_statuses if dag.previous_schedule(ti.execution_date) < ti.task.start_date: TypeError: can't compare datetime.datetime to NoneType I have added some debug code to the file 'prev_dagrun_dep.py: dag = ti.task.dag print 'Start dates:' print 'previous_exection_date: %s'%(dag.previous_schedule(ti.execution_date)) print 'current start date: %s'%(ti.task.start_date) if dag.catchup: if dag.previous_schedule(ti.execution_date) < ti.task.start_date: And this is the output I get: Start dates: previous_exection_date: None current start date: 2017-03-19 00:00:00 I think it is normall that the previous_exection_date is null, since it is the first time this dag is being run. But why is the start_date of the dag important, and not the start date of the run? I have the feeling the cause is the 'schedule_interval', which is set to None. Please find an example and it's log file as an attachment to this mail. Bert"
32,AIRFLOW-1050,AIRFLOW,1490674660000,1491544846000,Bug,Resolved,Blocker,1,1336,"Retries ignored - regression SubDag fails when first operator fails, despite the fact it's configured for retries. Information in UI afterwards are also incorrect. From SubDag prospective it's still {{running}} with operator marked as {{up_for_retry}}, from main DAG prospective, whole run is marked as {{failed}} same as SubDag. See attached screenshots. Latest not affected version is RC4 (310fb58). I tested RC5, 1.8.0 with LocalExecutor and CeleryExecutor. Example code: {code} from datetime import datetime, timedelta from airflow.models import DAG from airflow.operators.bash_operator import BashOperator from airflow.operators.python_operator import PythonOperator from airflow.operators.subdag_operator import SubDagOperator args = { ""start_date"": datetime.today(), } dag = DAG( dag_id=""main"", default_args=args, dagrun_timeout=timedelta(minutes=60), schedule_interval=None, max_active_runs=1 ) sub_dag = DAG( dag_id=""main.test"", default_args=args, schedule_interval=None, ) op = BashOperator( task_id=""first"", dag=sub_dag, bash_command=""echo 1"" ) def throw_error(): raise RuntimeError() op2 = PythonOperator( task_id=""second"", dag=sub_dag, python_callable=throw_error, retries=3, retry_delay=timedelta(0, 20) ) op >> op2 prepare_environment = SubDagOperator( task_id='test', subdag=sub_dag, default_args=args, dag=dag, ) {code}"
33,AIRFLOW-1103,AIRFLOW,1491970176000,1516027138000,Task,Closed,Blocker,1,406,How we can check our developer programmes are pick which environment variables Hi I have updated environment variable .bashrc .profile but those are not picking up from programmes which is running from airflow what is the command to check what are the environment variables are picking by airflow ps eww 22559 can you guid me on this command or any other tool to find which environment variables are taking
34,AIRFLOW-1121,AIRFLOW,1492551627000,1497401870000,Bug,Resolved,Blocker,1,1167,"airflow webserver --pid no longer write out pid file! I've run into a regression with the webserver. It looks like the --pid argument is no longer honored in 1.8.1. The pid file is not being written out! As a result, watchdog processes like monitd, which watch the processes mentioned in the pid file, keep trying to spawn webservers because the pid files are not being written. HISTTIMEFORMAT=""%d/%m/%y %T "" PYTHONPATH=/usr/local/agari/ep-pipeline/production/current/analysis/cluster/:/usr/local/agari/ep-pipeline/production/current/analysis/lookups/ TMP=/data/tmp AIRFLOW_HOME=/data/airflow PATH=/bin:/sbin:/usr/bin:/usr/sbin:/usr/local/bin airflow webserver -p 8080 --pid /data/airflow/pids/airflow-webserver.pid The Patch that might have broken this is https://github.com/apache/incubator-airflow/commit/a9b20a04 If I include -D, things work: airflow webserver -D --pid ~/this.pid sid-as-mbp:~ siddharth$ ls -lrt *pid -rw-r--r-- 1 siddharth staff 5 Apr 18 14:37 this-monitor.pid -rw-r--r-- 1 siddharth staff 5 Apr 18 14:37 this.pid sid-as-mbp:~ siddharth$ cat *pid 8732 8735 However, this doesn't help me as I don't want to run with -D. cc [~sekikn] [~criccomini]"
35,AIRFLOW-1124,AIRFLOW,1492599475000,1503954859000,Bug,Resolved,Blocker,1,166,"Do not set all task instances to scheduled on backfill Backfills are supposed to fill in the gaps, but in 1.8.0 we set all tasks to scheduled, so they will run again."
36,AIRFLOW-1127,AIRFLOW,1492631470000,1494351336000,Improvement,Closed,Blocker,1,497,"Move license notices to LICENSE instead of NOTICE For all the bundled files with different licenses (MIT, BSD, etc), the full texts of these licenses should be in the source tarball preferably at the end of the LICENSE file. webgl-2d needs to be called out as MIT license. Are all the entries in the NOTICE file required or do they just need to be in the LICENSE file? Any additions to the NOTICE have downstream repercussions as they need to be propagated down by any other project using airflow."
37,AIRFLOW-1132,AIRFLOW,1492709647000,1492709880000,Bug,Closed,Blocker,1,1570,"Clear DAG via UI causes exception When I try to clear some of my failed tasks via the UI, I get: {noformat} Traceback (most recent call last): File ""/usr/lib64/python2.7/site-packages/flask/app.py"", line 1988, in wsgi_app response = self.full_dispatch_request() File ""/usr/lib64/python2.7/site-packages/flask/app.py"", line 1641, in full_dispatch_request rv = self.handle_user_exception(e) File ""/usr/lib64/python2.7/site-packages/flask/app.py"", line 1544, in handle_user_exception reraise(exc_type, exc_value, tb) File ""/usr/lib64/python2.7/site-packages/flask/app.py"", line 1639, in full_dispatch_request rv = self.dispatch_request() File ""/usr/lib64/python2.7/site-packages/flask/app.py"", line 1625, in dispatch_request return self.view_functions[rule.endpoint](**req.view_args) File ""/usr/lib64/python2.7/site-packages/flask_admin/base.py"", line 69, in inner return self._run_view(f, *args, **kwargs) File ""/usr/lib64/python2.7/site-packages/flask_admin/base.py"", line 368, in _run_view return fn(self, *args, **kwargs) File ""/usr/lib64/python2.7/site-packages/flask_login.py"", line 758, in decorated_view return func(*args, **kwargs) File ""/usr/lib/python2.7/site-packages/airflow/www/utils.py"", line 125, in wrapper return f(*args, **kwargs) File ""/usr/lib/python2.7/site-packages/airflow/www/utils.py"", line 172, in wrapper return f(*args, **kwargs) File ""/usr/lib/python2.7/site-packages/airflow/www/views.py"", line 1013, in clear dag = dag.sub_dag( AttributeError: 'NoneType' object has no attribute 'sub_dag' {noformat} These are failed DAGs with a failed task."
38,AIRFLOW-1138,AIRFLOW,1492787582000,1562254362000,Task,Resolved,Blocker,1,152,Add licenses to files in scripts directory These two files need license headers: modified: scripts/ci/requirements.txt modified: scripts/systemd/airflow
39,AIRFLOW-1142,AIRFLOW,1493079256000,1558131588000,Bug,Resolved,Blocker,1,588,"SubDAG Tasks Not Executed Even Though All Dependencies Met Testing on 1.8.1rc1, we noticed that tasks in subdags were not getting executed even though all dependencies had been met. We were able to create a simple test DAG that re-creates the issue. Attached is a test DAG, the log file of the subdag operator that shows it fails to run even though dependencies are met, and screenshots of what the UI looks like. This is definitely a regression as we have many similarly constructed DAGs that have been running successfully on a pre-v1.8 version (a fork of 1.7.1.3+master) for some time."
40,AIRFLOW-1178,AIRFLOW,1494178685000,1537533752000,Bug,Closed,Blocker,1,1234,"@once may run more than one time My DAG is running second (2nd) time although it is declared as @once. Here's DAG definition : {noformat} main_dag = DAG( dag_id = 'Test-DAG-1', default_args = default_args, # dafeult operators' arguments - see above user_defined_macros = dag_macros, # I do not get different between ## params = dag_macros, # user_defined_macros and params # start_date = datetime.now(), # or e.g. datetime(2015, 6, 1) # 'end_date' = datetime(2016, 1, 1), catchup = True, # Perform scheduler catchup (or only run latest)? # - defaults to True schedule_interval = '@once', # '@once'=None? # doesn't create multiple dag runs automatically concurrency = 3, # task instances allowed to run concurrently max_active_runs = 1, # only one DAG run at a time dagrun_timeout = timedelta(days=4), # no way this dag should ran for 4 days orientation = 'TB', # default graph view ) {noformat} As a workaround for AIRFLOW-1013 I changed catchup from False to True. Suggested on dev list. It ""worked around"" AIRFLOW-1013 execution, but screwed @once logic - the DAG got scheduled twice (!) which is a no-go for us. The DAG actually has to run not more than 1 time. IMO, catchup=True should be explicitly disallowed for @once schedule."
41,AIRFLOW-1290,AIRFLOW,1496868784000,1496936058000,Bug,Resolved,Blocker,1,330,"Change docs author from ""Maxime Beauchemin"" to ""Apache Airflow"" In `docs/conf.py`, the author of the docs is set to ""Maxime Beauchemin"" who was the original author of the docs, but since then the whole community has taken over authoring the Airflow documentation. Change all references from ""Maxime Beauchemin"" to ""Apache Airflow"""
42,AIRFLOW-1291,AIRFLOW,1496875106000,1505332197000,Bug,Resolved,Blocker,1,49,Update NOTICE and LICENSE files to meet ASF specs
43,AIRFLOW-1294,AIRFLOW,1496906049000,1497367452000,Bug,Resolved,Blocker,1,302,"Backfills can loose tasks to execute due to tasks setting themselves to NONE In the backfills we can loose tasks to execute due to a task setting its own state to NONE if concurrency limits are reached, this makes them fall outside of the scope the backfill is managing hence they will not be executed."
44,AIRFLOW-1296,AIRFLOW,1496967081000,1534855855000,Bug,Resolved,Blocker,1,1963,"DAGs using operators involving cascading skipped tasks fail prematurely So this is basically the same issue as AIRFLOW-872 and AIRFLOW-719. A workaround had fixed this (https://github.com/apache/incubator-airflow/pull/2125), but was later reverted (https://github.com/apache/incubator-airflow/pull/2195). I totally agree with the reason for reverting, but I still think this is an issue. The issue is related to any operators that involves cascading skipped tasks, like ShortCircuitOperator or LatestOnlyOperator. These operators mark only their *direct* downstream task as SKIPPED, but additional downstream tasks from that skipped task is left up to the scheduler to cascade the SKIPPED state (see latest only op docs about this expected behavior https://airflow.incubator.apache.org/concepts.html#latest-run-only). However, instead the scheduler marks the DAG run as FAILED prematurely before the DAG has a chance to skip all downstream tasks. This example DAG should reproduce the issue: https://gist.github.com/dhuang/61d38fb001c3a917edf4817bb0c915f9. Expected result: DAG succeeds with tasks - latest_only (success) -> dummy1 (skipped) -> dummy2 (skipped) -> dummy3 (skipped) Actual result: DAG fails with tasks - latest_only (success) -> dummy1 (skipped) -> dummy2 (none) -> dummy3 (none) I believe the results I'm seeing are because of this deadlock prevention logic, https://github.com/apache/incubator-airflow/blob/1.8.1/airflow/models.py#L4182. While that actual result shown above _could_ mean a deadlock, in this case it shouldn't be. Since this {{update_state}} logic is reached first in each scheduler run, dummy2/dummy3 don't get a chance to cascade the SKIPPED state. Commenting out that block gives me the results I expect. [~bolke] I know you spent awhile trying to reproduce my issue and weren't able to, but I'm still hitting this on a fresh environment, default configs, sqlite/mysql dbs, local/sequential/celery executors, and 1.8.1/master."
